order_id,customer_id,order_date,ship_date,ship_mode,category,sub_category,product_name,quantity,unit_price,discount,sales,profit,region
665136,95181,2021-01-29,2021-02-03,Standard Class,Technology,Monitors,Monitors Model 825,5,1675.22,0.0,8376.1,1736.42,West
958835,79352,2022-03-21,2022-03-27,Second Class,Technology,Printers,Printers Model 938,2,1268.37,0.15,2156.23,676.91,South
506313,113965,2022-01-28,2022-01-31,Standard Class,Electronics,Speakers,Speakers Model 360,4,263.69,0.05,1002.02,138.0,West
299092,66985,2021-12-18,2021-12-25,First Class,Office Supplies,Envelopes,Envelopes Model 743,1,49.68,0.3,34.78,-2.26,East
649526,88504,2021-01-09,2021-01-15,Standard Class,Furniture,Tables,Tables Model 917,3,512.43,0.2,1229.83,192.75,East
816412,28301,2021-07-22,2021-07-24,Standard Class,Technology,Monitors,Monitors Model 791,4,1799.07,0.2,5757.02,662.65,East
621718,94939,2023-10-30,2023-11-06,Second Class,Electronics,Chargers,Chargers Model 429,1,538.98,0.05,512.03,101.18,East
902930,30926,2023-08-31,2023-09-03,Second Class,furniture,Chairs,Chairs Model 817,2,181.91,0.05,345.63,49.83,East
678255,74042,2022-01-15,2022-01-19,Second Class,Office Supplies,Binders,Binders Model 652,1,79.96,0.1,71.96,4.05,South
261618,19305,2021-08-08,2021-08-10,Standard Class,Office Supplies,Labels,Labels Model 910,1,43.89,0.0,43.89,7.27,West
742818,93320,2022-12-28,2023-01-01,Standard Class,Technology,Phones,Phones Model 212,18,1381.09,0.0,24859.62,10250.23,East
396882,10425,2023-05-19,2023-05-21,Standard Class,Stationery,Scissors,Scissors Model 704,2,72.86,0.05,138.43,20.31,East
438270,14165,2023-11-20,2023-11-22,Standard Class,Stationery,Notebooks,Notebooks Model 284,8,26.59,0.15,180.81,22.78,West
529711,80292,2023-04-15,2023-04-16,First Class,Technology,Laptops,Laptops Model 853,2,1146.54,0.0,2293.08,503.42,Central
772036,37460,2022-10-06,2022-10-07,Standard Class,Furniture,Tables,Tables Model 107,6,818.2,0.15,4172.82,1257.84,Central
437666,25014,2023-08-13,2023-08-14,Standard Class,Technology,Phones,Phones Model 409,7,520.34,0.15,3096.02,65.59,West
215830,147175,2023-12-01,2023-12-03,Standard Class,Technology,Monitors,Monitors Model 890,4,1780.34,0.0,7121.36,1902.19,Central
200932,15695,2023-10-13,2023-10-20,Second Class,Office Supplies,Binders,Binders Model 655,3,51.57,0.15,131.5,20.53,East
648615,73092,2023-01-10,2023-01-16,Standard Class,Stationery,Pens,Pens Model 594,3,16.35,0.1,44.14,14.74,East
790897,35112,2022-08-14,2022-08-19,Standard Class,Technology,Monitors,Monitors Model 604,2,1668.77,0.0,3337.54,1221.47,South
169918,31174,2021-03-25,2021-03-26,Same Day,Technology,Phones,Phones Model 142,11,2109.9,0.0,23208.9,7171.34,East
145903,22224,2022-11-03,2022-11-07,Standard Class,Office Supplies,Labels,Labels Model 541,8,77.06,0.0,616.48,150.26,South
975763,14117,2021-08-25,2021-08-29,Standard Class,Office Supplies,Binders,Binders Model 604,13,44.26,0.05,546.61,123.69,South
236078,30033,2022-08-04,2022-08-08,Second Class,Office Supplies,Fasteners,Fasteners Model 749,1,26.22,0.1,23.6,1.34,East
287316,62581,2022-10-01,2022-10-07,Standard Class,Furniture,Bookcases,Bookcases Model 491,6,1162.5,0.15,5928.75,2047.49,Central
132792,24371,2023-06-29,2023-07-01,Standard Class,Office Supplies,Paper,Paper Model 949,11,5.47,0.0,60.17,25.49,East
311895,10942,2023-04-15,2023-04-18,Standard Class,Furniture,Desks,Desks Model 688,1,1119.14,0.05,1063.18,443.56,East
212255,80010,2023-05-27,2023-05-29,Standard Class,Stationery,Pens,Pens Model 303,1,47.94,0.0,47.94,13.28,East
608947,81426,2021-05-23,2021-05-30,Standard Class,Office Supplies,Labels,Labels Model 313,6,33.88,0.0,203.28,44.94,West
300924,83579,2023-09-02,2023-09-08,Second Class,Furniture,Bookcases,Bookcases Model 340,4,1179.5,0.05,4482.1,899.0,Central
203550,30730,2023-01-23,2023-01-25,Standard Class,Technology,Laptops,Laptops Model 875,8,1089.83,0.0,8718.64,1067.53,East
133362,16630,2021-01-27,2021-02-02,Standard Class,Stationery,Scissors,Scissors Model 274,1,30.82,0.15,26.2,-2.41,South
698749,91070,2023-10-04,2023-10-10,Second Class,Technology,Accessories,Accessories Model 703,7,2148.5,0.0,15039.5,4051.59,East
772925,96374,2021-08-04,2021-08-08,Standard Class,Stationery,Scissors,Scissors Model 703,2,23.67,0.15,40.24,12.8,South
976923,28343,2023-06-17,2023-06-22,Standard Class,Office Supplies,Binders,Binders Model 671,1,104.58,0.0,104.58,42.51,South
507475,61173,2021-06-24,2021-06-25,Standard Class,Technology,Monitors,Monitors Model 540,1,1503.1,0.0,1503.1,278.14,South
789880,83563,2021-10-21,2021-10-25,Standard Class,Stationery,Staplers,Staplers Model 462,8,51.08,0.0,408.64,90.69,East
613707,11504,2023-04-01,2023-04-07,First Class,Office Supplies,Binders,Binders Model 197,5,38.42,0.1,172.89,34.24,West
651363,70589,2021-07-28,2021-08-03,First Class,Stationery,Pens,Pens Model 466,4,23.54,0.05,89.45,31.67,Central
754280,62772,2021-12-12,2021-12-13,First Class,Office Supplies,Paper,Paper Model 993,2,27.0,0.05,51.3,6.84,West
835381,18675,2023-01-15,2023-01-17,Standard Class,Stationery,Scissors,Scissors Model 732,9,19.93,0.15,152.46,41.26,East
718975,31174,2022-11-25,2022-11-27,Standard Class,Electronics,Cameras,Cameras Model 158,3,186.42,0.1,503.33,185.56,East
368371,13278,2023-04-08,2023-04-09,Standard Class,Office Supplies,Labels,Labels Model 269,8,18.22,0.1,131.18,49.77,West
151470,39871,2022-04-22,,Standard Class,Office Supplies,Binders,Binders Model 448,3,44.11,0.05,125.71,5.06,West
484150,10074,2023-05-20,2023-05-26,First Class,Office Supplies,Paper,Paper Model 578,3,127.58,0.0,382.74,89.49,East
331444,52504,2023-10-20,2023-10-23,Standard Class,Technology,Monitors,Monitors Model 833,3,580.98,0.0,1742.94,240.76,West
735388,96474,2022-07-14,2022-07-21,Standard Class,Electronics,Headphones,Headphones Model 655,2,112.69,0.0,225.38,39.08,East
852715,82512,2023-03-31,2023-04-03,Standard Class,Office Supplies,Labels,Labels Model 781,6,89.05,0.05,507.58,82.65,East
174316,17592,2023-09-02,2023-09-08,First Class,Electronics,Chargers,Chargers Model 396,4,194.31,0.0,777.24,64.35,East
113721,24621,2023-04-09,2023-04-13,Standard Class,Technology,Laptops,Laptops Model 543,2,1838.58,0.05,3493.3,1087.21,East
318877,27342,2023-11-14,2023-11-17,Standard Class,Technology,Printers,Printers Model 381,10,1084.29,0.1,9758.61,1106.68,East
787603,16006,2021-10-29,2021-11-05,Second Class,Office Supplies,Envelopes,Envelopes Model 158,3,83.48,0.0,250.44,100.86,South
615276,16630,2023-07-21,2023-07-22,Standard Class,Technology,Laptops,Laptops Model 632,4,1330.5,0.15,4523.7,583.15,East
972496,97684,2021-09-08,2021-09-11,Standard Class,Technology,Phones,Phones Model 441,10,940.78,0.05,8937.41,2316.72,Central
183840,37460,2023-09-30,2023-10-04,Standard Class,Office Supplies,Labels,Labels Model 751,5,126.54,0.1,569.43,62.75,East
590795,24592,2022-04-18,2022-04-24,Second Class,Office Supplies,Labels,Labels Model 615,1,107.0,0.1,96.3,24.56,East
939930,21915,2021-10-03,2021-10-04,Standard Class,Stationery,Scissors,Scissors Model 904,11,32.08,0.15,299.95,-6.05,East
769952,31319,2021-07-23,2021-07-29,Second Class,Stationery,Markers,Markers Model 903,5,27.19,0.05,129.15,13.53,Central
163648,75435,2021-04-19,2021-04-26,First Class,Office Supplies,Binders,Binders Model 467,2,47.15,0.0,94.3,27.36,South
478458,17944,2021-05-20,2021-05-24,First Class,Furniture,Bookcases,Bookcases Model 852,1,606.08,0.0,606.08,257.04,East
685126,34050,2021-02-24,2021-02-26,Standard Class,Office Supplies,Envelopes,Envelopes Model 639,7,40.39,0.1,254.46,37.01,South
879592,10282,2023-02-23,2023-02-20,Standard Class,Stationery,Scissors,Scissors Model 643,5,64.61,0.0,323.05,60.76,West
536158,93810,2022-11-01,,First Class,Technology,Phones,Phones Model 296,4,1076.23,0.05,4089.67,1247.01,East
961957,36365,2022-09-13,2022-09-18,Same Day,Stationery,Scissors,Scissors Model 949,9,73.01,0.0,657.09,99.86,West
486996,24322,2021-07-17,2021-07-24,Standard Class,Office Supplies,Envelopes,Envelopes Model 856,7,38.14,0.0,266.98,119.83,West
932831,92719,2021-06-06,2021-06-12,Standard Class,Technology,Phones,Phones Model 654,1,1300.62,0.0,1300.62,509.14,East
842846,65392,2023-12-01,,Standard Class,Technology,Phones,Phones Model 275,2,1683.52,0.05,3198.69,1091.11,East
161132,49117,2023-10-06,2023-10-13,Standard Class,Technology,Phones,Phones Model 893,2,2145.58,0.4,2574.7,-876.13,East
963652,58520,2023-08-13,2023-08-15,Standard Class,Office Supplies,Paper,Paper Model 428,6,115.3,0.0,691.8,288.02,Central
746901,24621,2022-08-25,2022-08-31,Second Class,Stationery,Pens,Pens Model 816,1,10.11,0.1,9.1,-0.3,Central
378727,76237,2023-10-17,2023-10-21,Standard Class,Technology,Laptops,Laptops Model 547,4,382.29,0.3,1070.41,-105.14,South
654718,22803,2023-10-31,2023-11-03,First Class,Furniture,Bookcases,Bookcases Model 827,7,408.33,0.2,2286.65,-110.32,East
142627,40161,2022-12-05,2022-12-12,Standard Class,Office Supplies,Fasteners,Fasteners Model 912,9,137.81,0.0,1240.29,216.6,West
869969,87236,2021-02-06,2021-02-13,Standard Class,Technology,Phones,Phones Model 589,2,1397.17,0.0,2794.34,242.85,West
173807,31798,2021-03-06,2021-03-10,Standard Class,Office Supplies,Paper,Paper Model 238,8,12.56,0.1,90.43,26.5,East
974991,22833,2021-09-01,2021-09-05,Standard Class,Stationery,Pens,Pens Model 514,1,76.45,0.3,53.52,-13.73,West
418667,76542,2023-07-11,2023-07-14,Second Class,Furniture,Tables,Tables Model 907,8,693.69,0.3,3884.66,599.18,West
181721,12757,2023-02-10,2023-02-14,Standard Class,Office Supplies,Labels,Labels Model 276,1,39.26,0.15,33.37,-0.86,West
326387,83579,2023-07-31,2023-08-01,First Class,Office Supplies,Envelopes,Envelopes Model 118,3,108.32,0.0,324.96,29.44,West
644719,53480,2021-03-09,2021-03-11,Standard Class,Technology,Phones,Phones Model 857,7,2079.77,0.0,14558.39,1450.82,East
201836,38893,2022-09-13,2022-09-19,Standard Class,Furniture,Tables,Tables Model 620,1,598.04,0.15,508.33,113.2,West
206142,46463,2021-12-03,2021-12-07,Second Class,Electronics,Cables,Cables Model 372,2,147.59,0.3,206.63,-44.79,East
860397,22676,2023-06-02,2023-06-04,Standard Class,Office Supplies,Paper,Paper Model 507,6,6.27,0.2,30.1,5.89,Central
342239,71213,2022-10-02,2022-10-08,Standard Class,Office Supplies,Paper,Paper Model 593,6,79.42,0.0,476.52,119.99,South
657487,95181,2023-03-08,2023-03-12,Second Class,Stationery,Markers,Markers Model 228,5,7.38,0.0,36.9,2.56,West
504048,52487,2021-08-13,2021-08-12,Standard Class,Technology,Phones,Phones Model 774,6,558.59,0.0,3351.54,1322.77,Central
298663,113965,2023-10-02,2023-10-08,Standard Class,Furniture,Storage,Storage Model 698,4,1014.39,0.05,3854.68,453.27,South
302500,47388,2023-08-21,2023-08-25,Standard Class,Electronics,Cables,Cables Model 897,2,219.26,0.0,438.52,41.2,West
651752,58520,2021-11-17,2021-11-22,Standard Class,Technology,Laptops,Laptops Model 272,2,770.89,0.1,1387.6,388.23,East
788784,19358,2021-04-25,2021-04-29,First Class,Furniture,Bookcases,Bookcases Model 471,1,155.12,0.0,155.12,7.79,East
360846,14207,2022-06-24,2022-06-28,Second Class,Furniture,Tables,Tables Model 412,10,596.07,0.15,5066.6,1019.34,East
697717,22704,2023-02-13,2023-02-18,Standard Class,Furniture,Desks,Desks Model 321,4,522.42,0.05,1985.2,337.61,East
755700,12757,2022-12-24,2022-12-31,Standard Class,Technology,Accessories,Accessories Model 982,3,1407.62,0.3,2956.0,537.63,West
287588,40007,2022-08-06,2022-08-09,Same Day,Stationery,Staplers,Staplers Model 898,3,30.25,0.1,81.68,21.54,East
685549,51347,2021-05-06,2021-05-07,Standard Class,Office Supplies,Paper,Paper Model 752,12,113.65,0.15,1159.23,149.18,East
885587,80010,2021-04-03,2021-04-05,Standard Class,Electronics,Cameras,Cameras Model 995,1,343.91,0.05,326.71,68.74,West
685253,95181,2023-01-21,,Same Day,Office Supplies,Labels,Labels Model 426,4,121.7,0.0,486.8,141.13,West
535352,39871,2021-02-25,2021-03-04,Second Class,Technology,Laptops,Laptops Model 854,4,1045.25,0.0,4181.0,1219.84,West
882351,85525,2022-11-30,2022-12-04,First Class,Office Supplies,Paper,Paper Model 482,5,64.8,0.0,324.0,64.62,West
210639,50306,2021-07-19,2021-07-23,Standard Class,Office Supplies,Labels,Labels Model 182,1,50.61,0.0,50.61,2.86,West
903506,80284,2022-12-08,2022-12-11,Standard Class,Technology,Accessories,Accessories Model 904,9,1201.74,0.1,9734.09,95.91,South
769646,59615,2023-04-24,2023-04-27,Second Class,Stationery,Staplers,Staplers Model 699,11,69.62,0.15,650.95,152.93,East
704570,11504,2021-04-26,2021-05-02,Second Class,Technology,Accessories,Accessories Model 501,4,1692.86,0.0,6771.44,1000.8,South
475351,74686,2022-05-16,2022-05-18,Second Class,Office Supplies,Binders,Binders Model 272,6,7.37,0.0,44.22,9.98,West
807256,76540,2022-04-26,2022-05-02,Standard Class,Furniture,Storage,Storage Model 668,10,625.19,0.05,5939.3,-1163.37,West
581003,65444,2022-10-02,2022-10-07,Standard Class,Office Supplies,Labels,Labels Model 262,6,132.95,0.05,757.82,132.67,Central
836677,20458,2021-06-23,,First Class,Stationery,Scissors,Scissors Model 276,1,6.95,0.3,4.86,0.76,West
797557,17331,2021-05-15,2021-05-22,Standard Class,Furniture,Bookcases,Bookcases Model 287,4,1113.48,0.0,4453.92,317.33,West
547820,93227,2022-09-17,2022-09-18,Second Class,Technology,Accessories,Accessories Model 990,5,1269.71,0.0,6348.55,1976.77,Central
209159,54118,2022-11-23,2022-11-25,Standard Class,Office Supplies,Fasteners,Fasteners Model 458,3,67.84,0.05,193.34,28.88,Central
274912,80284,2021-02-10,2021-02-15,Same Day,Stationery,Staplers,Staplers Model 108,6,42.47,0.05,242.08,95.2,East
930956,25860,2022-10-30,2022-10-31,Standard Class,Technology,Laptops,Laptops Model 873,11,2197.85,0.05,22967.53,3408.7,Central
289159,98259,2023-08-02,2023-08-08,Standard Class,Office Supplies,Binders,Binders Model 208,10,33.05,0.2,264.4,-27.64,West
676680,54313,2023-05-16,2023-05-21,Standard Class,Stationery,Scissors,Scissors Model 646,3,79.39,0.0,238.17,79.65,South
521063,65302,2023-11-21,2023-11-25,Second Class,Stationery,Staplers,Staplers Model 287,1,23.76,0.0,23.76,3.27,Central
629208,22899,2022-07-01,2022-07-02,Standard Class,Office Supplies,Paper,Paper Model 461,17,80.56,0.0,1369.52,289.47,West
453907,18675,2023-08-20,2023-08-25,Standard Class,Stationery,Scissors,Scissors Model 846,8,64.49,0.05,490.12,128.31,West
789472,87236,2021-02-15,2021-02-18,Standard Class,Technology,Printers,Printers Model 914,1,855.33,0.0,855.33,219.65,West
265860,97841,2023-02-13,2023-02-18,First Class,Electronics,Cameras,Cameras Model 779,10,124.94,0.05,1186.93,243.64,East
659835,70142,2023-03-11,2023-03-14,Same Day,Office Supplies,Envelopes,Envelopes Model 750,9,115.73,0.0,1041.57,376.76,East
729057,75612,2021-07-20,2021-07-27,Standard Class,Office Supplies,Labels,Labels Model 515,4,110.66,0.05,420.51,11.91,East
564531,67422,28-Sep-2023,2023-09-29,Standard Class,Office Supplies,Labels,Labels Model 272,4,145.38,0.3,407.06,-57.47,West
469438,19358,2022-02-26,2022-03-01,Standard Class,Electronics,Cameras,Cameras Model 875,3,538.67,0.05,1535.21,467.06,Central
430463,55332,2023-10-15,2023-10-20,Standard Class,Furniture,Bookcases,Bookcases Model 407,1,379.16,0.0,379.16,-157.73,East
676802,81482,2022-11-27,2022-11-29,Second Class,Stationery,Scissors,Scissors Model 557,2,10.18,0.0,20.36,4.23,South
440424,76784,2022-09-06,2022-09-09,Standard Class,Furniture,Desks,Desks Model 276,7,126.92,0.0,888.44,383.29,South
985893,71348,2023-06-12,2023-06-14,Standard Class,Furniture,Bookcases,Bookcases Model 665,1,297.83,0.05,282.94,49.75,South
489776,19287,2023-10-15,2023-10-21,Standard Class,Stationery,Pens,Pens Model 521,2,66.6,0.0,133.2,35.81,South
532373,44993,2021-06-04,2021-06-11,Standard Class,Office Supplies,Fasteners,Fasteners Model 293,3,42.0,0.2,100.8,-18.87,West
901305,82512,2022-03-15,2022-03-18,Second Class,Stationery,Notebooks,Notebooks Model 703,4,8.1,0.2,25.92,-1.42,West
764001,96374,2022-06-28,2022-06-29,Standard Class,Stationery,Markers,Markers Model 878,10,40.17,0.0,401.7,95.33,South
551504,55082,2022-09-01,2022-09-06,Standard Class,Furniture,Tables,Tables Model 357,2,1178.94,0.2,1886.3,111.75,East
966286,46048,2023-04-04,2023-04-11,Second Class,Technology,Monitors,Monitors Model 284,2,383.93,0.05,729.47,276.25,West
861127,95649,2022-04-08,,Standard Class,Office Supplies,Labels,Labels Model 761,6,94.44,1.1,339.98,-5.53,East
439162,28343,2021-07-08,2021-07-14,First Class,Technology,Phones,Phones Model 113,3,2398.04,0.0,7194.12,1967.07,Central
737967,59797,2021-07-14,2021-07-19,Standard Class,Technology,Phones,Phones Model 192,2,2245.09,0.15,3816.65,-144.76,East
352415,17100,2022-11-21,2022-11-24,Standard Class,Office Supplies,Fasteners,Fasteners Model 971,3,101.42,0.05,289.05,81.27,East
690500,83579,2021-05-18,2021-05-23,First Class,Office Supplies,Paper,Paper Model 273,1,126.13,0.05,119.82,34.44,South
672130,82063,2023-12-24,2023-12-28,Standard Class,Stationery,Staplers,Staplers Model 911,1,65.08,0.15,55.32,-0.12,East
324319,89507,2023-05-25,2023-05-27,Same Day,Technology,Laptops,Laptops Model 266,3,2074.34,0.05,5911.87,677.53,East
493282,57576,2022-12-13,2022-12-20,Standard Class,Stationery,Staplers,Staplers Model 351,3,75.38,0.0,226.14,99.3,Central
902903,19358,2021-06-07,2021-06-13,Standard Class,Office Supplies,Fasteners,Fasteners Model 380,10,148.74,0.0,1487.4,426.4,Central
676967,56438,2022-09-11,2022-09-16,Standard Class,Electronics,Cables,Cables Model 189,2,647.29,0.0,1294.58,491.46,East
880746,28289,2022-09-07,2022-09-11,Standard Class,Stationery,Markers,Markers Model 394,4,45.74,0.15,155.52,-2.27,South
366431,88907,2022-10-04,2022-10-06,Second Class,Technology,Printers,Printers Model 683,5,2399.21,0.05,11396.25,735.4,South
477496,16630,2023-04-29,2023-05-03,Same Day,Technology,Monitors,Monitors Model 687,1,426.77,0.05,405.43,61.97,West
574379,60432,2022-05-30,2022-06-04,Standard Class,Furniture,Desks,Desks Model 279,5,911.63,0.05,4330.24,603.89,East
569237,22156,2023-11-22,2023-11-26,First Class,Electronics,Headphones,Headphones Model 708,1,92.47,0.0,92.47,22.42,Central
516379,95477,2022-01-05,2022-01-06,First Class,Technology,Accessories,Accessories Model 111,13,2335.34,0.0,30359.42,5330.59,South
100205,95649,2023-11-24,2023-12-01,Standard Class,Furniture,Chairs,Chairs Model 906,1,1076.02,0.05,1022.22,350.81,East
861594,37653,2022-01-18,2022-01-23,Standard Class,Furniture,Bookcases,Bookcases Model 113,3,252.53,0.05,719.71,9.27,Central
136346,14165,2023-10-20,2023-10-22,Standard Class,Technology,Phones,Phones Model 720,1,2356.47,0.0,2356.47,339.97,South
398301,42953,2023-08-16,2023-08-19,Standard Class,Technology,Laptops,Laptops Model 819,20,2221.94,0.05,42216.86,17033.82,East
724702,82357,2023-12-28,2024-01-04,Second Class,Stationery,Staplers,Staplers Model 770,3,48.31,0.05,137.68,49.24,Central
117094,74042,2023-06-08,2023-06-13,Standard Class,Furniture,Storage,Storage Model 527,4,400.84,0.1,1443.02,25.59,East
642752,71213,2021-05-03,2021-05-08,First Class,Office Supplies,Labels,Labels Model 503,1,28.08,0.0,28.08,5.64,West
241647,57447,2022-02-15,2022-02-18,Second Class,Furniture,Bookcases,Bookcases Model 274,7,172.82,0.0,1209.74,445.76,South
416503,81482,2023-08-06,2023-08-08,Standard Class,Stationery,Pens,Pens Model 951,2,3.65,0.05,6.94,1.44,West
106887,69177,2022-05-08,2022-05-10,Standard Class,Office Supplies,Paper,Paper Model 810,10,18.39,0.4,110.34,-4.92,Central
414922,48427,2022-09-07,2022-09-14,Standard Class,Technology,Accessories,Accessories Model 554,2,1690.33,0.5,1690.33,-1518.47,West
332665,23238,2023-06-11,2023-06-15,Standard Class,Technology,Accessories,Accessories Model 140,1,608.42,0.0,608.42,269.82,West
325258,35203,2022-10-15,2022-10-22,Standard Class,Office Supplies,Paper,Paper Model 237,1,58.18,0.1,52.36,16.33,South
997287,31417,2021-05-12,2021-05-18,First Class,Technology,Monitors,Monitors Model 519,3,1021.68,0.05,2911.79,-49.57,South
430201,70637,2022-02-21,2022-02-28,Standard Class,Stationery,Scissors,Scissors Model 508,4,71.75,0.0,287.0,18.82,Central
122755,21395,2023-04-25,2023-04-28,Second Class,Office Supplies,Paper,Paper Model 100,1,89.52,0.4,53.71,-9.33,South
909000,26483,2022-08-11,2022-08-17,Standard Class,Stationery,Pens,Pens Model 368,7,66.25,0.0,463.75,54.71,East
961866,97841,2021-11-25,2021-11-28,Standard Class,Electronics,Speakers,Speakers Model 950,3,330.97,0.5,496.46,-404.1,East
823222,83000,2022-04-29,2022-05-03,Second Class,Technology,Printers,Printers Model 450,4,1564.75,0.1,5633.1,1004.16,South
962283,21915,2022-05-04,2022-05-05,Second Class,Furniture,Storage,Storage Model 947,3,1011.62,0.0,3034.86,230.58,West
389362,59009,2021-11-04,2021-11-06,Standard Class,Stationery,Scissors,Scissors Model 959,3,49.67,0.0,149.01,45.8,East
680557,76237,2021-02-26,2021-02-28,Standard Class,Electronics,Chargers,Chargers Model 153,4,568.96,0.0,2275.84,665.9,Central
636107,31417,2022-09-28,2022-10-02,Standard Class,Furniture,Storage,Storage Model 694,1,851.72,0.0,851.72,332.91,South
683347,57052,2023-09-22,2023-09-27,Standard Class,Office Supplies,Envelopes,Envelopes Model 469,1,101.43,0.1,91.29,27.8,East
698388,96673,2023-06-13,2023-06-17,Standard Class,Office Supplies,Envelopes,Envelopes Model 540,9,57.02,0.05,487.52,60.28,South
699378,42742,2021-03-17,2021-03-19,Standard Class,Furniture,Tables,Tables Model 298,12,870.34,0.05,9921.88,3371.21,West
262230,91959,2021-11-23,2021-11-26,Second Class,Stationery,Markers,Markers Model 289,2,21.1,0.4,25.32,-9.55,West
198867,82063,2021-10-07,2021-10-08,Standard Class,Office Supplies,Labels,Labels Model 168,2,52.36,0.0,104.72,11.47,East
139569,22704,2022-06-14,,Standard Class,Office Supplies,Fasteners,Fasteners Model 588,5,27.51,0.0,137.55,39.21,East
582732,34957,2022-07-23,2022-07-29,Second Class,Office Supplies,Labels,Labels Model 956,3,22.07,0.0,66.21,-15.2,East
472932,75639,2021-12-27,2022-01-02,Standard Class,Office Supplies,Envelopes,Envelopes Model 391,1,26.65,0.0,26.65,9.54,East
263690,71953,2021-03-28,2021-04-03,Standard Class,Furniture,Storage,Storage Model 762,1,850.25,0.05,807.74,244.41,East
245131,28726,2023-09-23,,First Class,Stationery,Markers,Markers Model 140,6,36.52,0.0,219.12,67.43,East
377860,36071,2021-02-10,2021-02-11,Standard Class,Technology,Phones,Phones Model 119,5,2367.93,0.05,11247.67,2783.13,East
484914,94012,2021-06-21,2021-06-24,Standard Class,Stationery,Notebooks,Notebooks Model 834,1,75.18,0.0,75.18,17.99,South
710434,11934,2022-09-03,2022-09-10,Standard Class,Furniture,Desks,Desks Model 337,2,117.9,0.0,235.8,29.85,Central
361993,30730,2021-05-11,2021-05-15,First Class,Technology,Phones,Phones Model 729,2,351.93,0.0,703.86,275.37,West
344312,86484,2023-01-15,2023-01-21,Same Day,Furniture,Storage,Storage Model 176,5,362.44,0.0,1812.2,451.32,South
368691,91070,2021-07-04,2021-07-08,Standard Class,Technology,Monitors,Monitors Model 151,1,1714.16,0.0,1714.16,571.94,Central
950472,51347,2021-10-15,2021-10-17,Second Class,furniture,Bookcases,Bookcases Model 855,1,442.41,0.0,442.41,79.97,South
414889,59823,2021-08-18,2021-08-23,Standard Class,Office Supplies,Fasteners,Fasteners Model 878,7,145.17,0.05,965.38,127.95,Central
196369,82132,2023-10-22,2023-10-23,Standard Class,Technology,Monitors,Monitors Model 186,1,2305.63,0.05,2190.35,645.44,Central
698199,85525,2023-12-05,2023-12-11,First Class,Office Supplies,Fasteners,Fasteners Model 688,5,6.08,0.15,25.84,8.56,West
519218,76237,2023-12-12,2023-12-15,First Class,Office Supplies,Binders,Binders Model 324,2,65.29,0.05,124.05,51.62,East
696707,55332,2023-10-14,2023-10-15,Standard Class,Electronics,Cameras,Cameras Model 351,1,144.09,0.2,115.27,-7.78,Central
327999,49117,2022-05-03,2022-05-08,Second Class,Office Supplies,Fasteners,Fasteners Model 479,2,92.57,0.3,129.6,20.91,West
869933,38080,2021-09-08,2021-09-15,Standard Class,Technology,Laptops,Laptops Model 881,6,1857.8,0.05,10589.46,3437.05,Central
180951,22803,2022-10-04,2022-10-07,Second Class,Office Supplies,Labels,Labels Model 305,8,96.57,0.1,695.3,208.66,Central
858729,80852,2023-03-10,2023-03-17,First Class,Electronics,Chargers,Chargers Model 651,8,317.23,0.0,2537.84,617.0,East
440464,30926,2022-04-29,2022-05-03,First Class,Electronics,Chargers,Chargers Model 734,3,664.73,0.05,1894.48,168.36,East
931420,36365,2022-03-23,2022-03-25,Standard Class,Stationery,Notebooks,Notebooks Model 281,5,28.6,0.1,128.7,34.98,East
605972,93227,2021-08-07,2021-08-09,Second Class,Technology,Printers,Printers Model 237,2,1361.46,0.05,2586.77,968.91,South
281301,63883,2022-03-15,2022-03-18,Standard Class,Furniture,Tables,Tables Model 264,2,1192.87,0.1,2147.17,464.96,West
611994,40982,2023-06-20,2023-06-24,First Class,Furniture,Tables,Tables Model 405,9,567.13,0.3,3572.92,357.86,East
965814,40495,2022-06-05,2022-06-12,Second Class,Electronics,Cables,Cables Model 956,1,380.31,0.1,342.28,-64.22,West
823092,17038,2021-04-25,2021-04-29,Second Class,Office Supplies,Binders,Binders Model 574,1,83.12,0.15,70.65,-6.83,Central
836989,46434,2023-12-29,2024-01-01,Standard Class,Office Supplies,Binders,Binders Model 195,2,53.23,0.05,101.14,26.7,West
704223,54473,2021-08-20,2021-08-23,Standard Class,Office Supplies,Labels,Labels Model 188,1,119.82,0.05,113.83,42.09,South
959324,22363,2023-05-18,2023-05-22,Second Class,Furniture,Tables,Tables Model 706,1,1120.53,0.2,896.42,104.77,West
199996,94259,2022-05-20,2022-05-23,Standard Class,Technology,Accessories,Accessories Model 327,4,731.17,0.0,2924.68,837.5,Central
724145,17944,2021-10-24,2021-10-27,Standard Class,Technology,Monitors,Monitors Model 491,3,1233.32,0.0,3699.96,1150.03,Central
773452,54473,2023-09-01,2023-09-07,Standard Class,Office Supplies,Envelopes,Envelopes Model 972,9,10.61,0.0,95.49,39.32,East
414985,92397,2023-01-24,2023-01-31,Standard Class,Office Supplies,Paper,Paper Model 105,8,41.85,0.0,334.8,87.82,Central
139186,17592,2022-09-24,2022-09-25,Standard Class,Furniture,Storage,Storage Model 811,2,125.41,0.3,175.57,-17.63,West
866288,96374,2021-03-13,2021-03-20,Second Class,Technology,Phones,Phones Model 147,2,1113.05,0.05,2114.79,853.61,East
